分类名称,销售日期,正价,品相折扣,清仓,总销量,正价占比,品相折扣占比,清仓占比
花菜类,2021-12-06,14.424,,,14.424,1.0,,
花菜类,2021-12-07,16.639,,,16.639,1.0,,
花菜类,2021-12-08,15.059000000000001,,,15.059000000000001,1.0,,
花菜类,2021-12-09,12.175,,,12.175,1.0,,
花菜类,2021-12-10,14.231,,,14.231,1.0,,
花菜类,2021-12-11,30.45,,,30.45,1.0,,
花菜类,2021-12-12,15.656,,,15.656,1.0,,
花菜类,2021-12-13,27.925,,,27.925,1.0,,
花菜类,2021-12-14,13.141,,,13.141,1.0,,
花菜类,2021-12-15,18.179,,,18.179,1.0,,
花菜类,2021-12-16,25.768,,,25.768,1.0,,
花菜类,2021-12-17,34.299,,,34.299,1.0,,
花菜类,2021-12-18,42.242,,,42.242,1.0,,
花菜类,2021-12-19,51.133,,,51.133,1.0,,
花菜类,2021-12-20,25.78,,,25.78,1.0,,
花菜类,2021-12-21,18.202,,,18.202,1.0,,
花菜类,2021-12-22,14.458,,,14.458,1.0,,
花菜类,2021-12-23,24.073,,,24.073,1.0,,
花菜类,2021-12-24,30.134999999999998,,,30.134999999999998,1.0,,
花菜类,2021-12-25,33.162,,,33.162,1.0,,
花菜类,2021-12-26,28.498,,,28.498,1.0,,
花菜类,2021-12-27,15.213,,,15.213,1.0,,
花菜类,2021-12-28,24.145,,,24.145,1.0,,
花菜类,2021-12-29,24.749,,,24.749,1.0,,
花菜类,2021-12-30,17.651,,,17.651,1.0,,
花菜类,2021-12-31,69.793,,,69.793,1.0,,
花菜类,2022-01-01,38.272,,,38.272,1.0,,
花菜类,2022-01-02,26.605,,,26.605,1.0,,
花菜类,2022-01-03,38.027,,,38.027,1.0,,
花菜类,2022-01-04,45.257,,,45.257,1.0,,
花菜类,2022-01-05,39.688,,,39.688,1.0,,
花菜类,2022-01-06,35.897,,,35.897,1.0,,
花菜类,2022-01-07,31.834,,,31.834,1.0,,
花菜类,2022-01-08,43.284,,,43.284,1.0,,
花菜类,2022-01-09,114.262,,,114.262,1.0,,
花菜类,2022-01-10,35.175,,,35.175,1.0,,
花菜类,2022-01-11,54.466,,,54.466,1.0,,
花菜类,2022-01-12,35.007,,,35.007,1.0,,
花菜类,2022-01-13,21.816,,,21.816,1.0,,
花菜类,2022-01-14,23.405,,,23.405,1.0,,
花菜类,2022-01-15,37.538,,,37.538,1.0,,
花菜类,2022-01-16,58.007,,,58.007,1.0,,
花菜类,2022-01-17,11.754999999999999,,,11.754999999999999,1.0,,
花菜类,2022-01-18,9.211,,,9.211,1.0,,
花菜类,2022-01-19,16.223,,,16.223,1.0,,
花菜类,2022-01-20,32.318,,,32.318,1.0,,
花菜类,2022-01-21,32.031,,,32.031,1.0,,
花菜类,2022-01-22,64.541,,,64.541,1.0,,
花菜类,2022-01-23,74.249,,,74.249,1.0,,
花菜类,2022-01-24,22.147,,,22.147,1.0,,
花菜类,2022-01-25,48.877,,,48.877,1.0,,
花菜类,2022-01-26,32.217,,,32.217,1.0,,
花菜类,2022-01-27,58.027,,,58.027,1.0,,
花菜类,2022-01-28,85.253,,,85.253,1.0,,
花菜类,2022-01-29,90.907,,,90.907,1.0,,
花菜类,2022-01-30,102.128,,,102.128,1.0,,
花菜类,2022-02-01,13.968,,,13.968,1.0,,
花菜类,2022-02-02,38.729,,,38.729,1.0,,
花菜类,2022-02-03,26.229,,,26.229,1.0,,
花菜类,2022-02-04,48.036,,,48.036,1.0,,
花菜类,2022-02-05,45.665,,,45.665,1.0,,
花菜类,2022-02-06,52.784,,,52.784,1.0,,
花菜类,2022-02-07,43.144,,,43.144,1.0,,
花菜类,2022-02-08,44.616,,,44.616,1.0,,
花菜类,2022-02-09,25.255,,,25.255,1.0,,
花菜类,2022-02-10,23.057,,,23.057,1.0,,
花菜类,2022-02-11,24.982,,,24.982,1.0,,
花菜类,2022-02-12,35.481,,,35.481,1.0,,
花菜类,2022-02-13,37.882,,,37.882,1.0,,
花菜类,2022-02-14,35.754,,,35.754,1.0,,
花菜类,2022-02-15,30.547,,,30.547,1.0,,
花菜类,2022-02-16,21.875,,,21.875,1.0,,
花菜类,2022-02-17,20.645,,,20.645,1.0,,
花菜类,2022-02-18,24.401,,,24.401,1.0,,
花菜类,2022-02-19,49.665,,,49.665,1.0,,
花菜类,2022-02-20,36.386,,,36.386,1.0,,
花菜类,2022-02-21,28.045,,,28.045,1.0,,
花菜类,2022-02-22,21.47,,,21.47,1.0,,
花菜类,2022-02-23,28.796,,,28.796,1.0,,
花菜类,2022-02-24,34.624,,,34.624,1.0,,
花菜类,2022-02-25,25.668,,,25.668,1.0,,
花菜类,2022-02-26,29.244,,,29.244,1.0,,
花菜类,2022-02-27,34.072,,,34.072,1.0,,
花菜类,2022-02-28,22.582,,,22.582,1.0,,
花菜类,2022-03-01,22.944,,,22.944,1.0,,
花菜类,2022-03-02,18.905,,,18.905,1.0,,
花菜类,2022-03-03,21.88,,,21.88,1.0,,
花菜类,2022-03-04,20.119,,,20.119,1.0,,
花菜类,2022-03-05,29.269,,,29.269,1.0,,
花菜类,2022-03-06,31.384,,,31.384,1.0,,
花菜类,2022-03-07,0.632,,,0.632,1.0,,
花菜类,2022-03-08,2.088,7.912,4.9510000000000005,14.951,0.13965621028693734,0.5291953715470537,0.331148418166009
花菜类,2022-03-09,1.024,10.835,3.225,15.084000000000001,0.06788650225404401,0.7183107928931318,0.21380270485282418
花菜类,2022-03-10,2.189,9.349,5.433,16.971,0.12898473867185198,0.5508809145012079,0.3201343468269401
花菜类,2022-03-11,3.2479999999999998,14.475999999999999,1.4969999999999999,19.221,0.16898184277613026,0.7531345923729253,0.07788356485094428
花菜类,2022-03-12,3.1109999999999998,19.86,4.558,27.529,0.11300810054851247,0.7214210468960006,0.16557085255548692
花菜类,2022-03-13,3.223,21.648,5.522,30.393,0.10604415490408975,0.7122692725298588,0.1816865725660514
花菜类,2022-03-14,9.127,,,9.127,1.0,,
花菜类,2022-03-15,7.721,,,7.721,1.0,,
花菜类,2022-03-16,11.876999999999999,,,11.876999999999999,1.0,,
花菜类,2022-03-17,12.813,,,12.813,1.0,,
花菜类,2022-03-18,14.473,,,14.473,1.0,,
花菜类,2022-03-19,24.298000000000002,,,24.298000000000002,1.0,,
花菜类,2022-03-20,16.749,,,16.749,1.0,,
花菜类,2022-03-21,13.613,,,13.613,1.0,,
花菜类,2022-03-22,16.239,,,16.239,1.0,,
花菜类,2022-03-23,7.625,,,7.625,1.0,,
花菜类,2022-03-24,7.711,,,7.711,1.0,,
花菜类,2022-03-25,14.528,,,14.528,1.0,,
花菜类,2022-03-26,16.707,,,16.707,1.0,,
花菜类,2022-03-27,11.68,,,11.68,1.0,,
花菜类,2022-03-28,2.089,,,2.089,1.0,,
花菜类,2022-03-30,3.1020000000000003,22.328,4.87,30.3,0.10237623762376238,0.7368976897689768,0.16072607260726074
花菜类,2022-03-31,1.787,20.308,3.002,25.096999999999998,0.07120372952942583,0.8091803801251146,0.11961589034545962
花菜类,2022-04-01,5.261,15.722,5.32,26.303,0.20001520739079193,0.5977264950766072,0.20225829753260086
花菜类,2022-04-02,4.047,16.742,5.374,26.163,0.15468409586056645,0.6399113251538432,0.20540457898559034
花菜类,2022-04-03,2.1189999999999998,11.096,3.223,16.438,0.12890862635357098,0.6750212921279961,0.19607008151843291
花菜类,2022-04-04,22.224,,,22.224,1.0,,
花菜类,2022-04-05,21.248,,,21.248,1.0,,
花菜类,2022-04-06,17.497,,,17.497,1.0,,
花菜类,2022-04-07,10.494,,,10.494,1.0,,
花菜类,2022-04-08,10.629,,,10.629,1.0,,
花菜类,2022-04-09,15.591,,,15.591,1.0,,
花菜类,2022-04-10,7.757000000000001,,,7.757000000000001,1.0,,
花菜类,2022-04-11,6.383,,,6.383,1.0,,
花菜类,2022-04-12,6.375,,,6.375,1.0,,
花菜类,2022-04-13,9.797,,,9.797,1.0,,
花菜类,2022-04-14,6.047,,,6.047,1.0,,
花菜类,2022-04-15,10.73,,,10.73,1.0,,
花菜类,2022-04-16,12.666,,,12.666,1.0,,
花菜类,2022-04-17,20.254,,,20.254,1.0,,
花菜类,2022-04-18,12.087,,,12.087,1.0,,
花菜类,2022-04-19,7.869,,,7.869,1.0,,
花菜类,2022-04-20,11.413,,,11.413,1.0,,
花菜类,2022-04-21,8.548,,,8.548,1.0,,
花菜类,2022-04-22,18.726,,,18.726,1.0,,
花菜类,2022-04-23,19.648,,,19.648,1.0,,
花菜类,2022-04-24,15.603,,,15.603,1.0,,
花菜类,2022-04-25,16.833,,,16.833,1.0,,
花菜类,2022-04-26,9.969,,,9.969,1.0,,
花菜类,2022-04-27,9.138,,,9.138,1.0,,
花菜类,2022-04-28,11.202,,,11.202,1.0,,
花菜类,2022-04-29,21.479,,,21.479,1.0,,
花菜类,2022-04-30,28.319,,,28.319,1.0,,
花菜类,2022-05-01,23.295,,,23.295,1.0,,
花菜类,2022-05-02,1.335,8.615,3.784,13.733999999999998,0.09720401922236786,0.6272753749817971,0.27552060579583515
花菜类,2022-05-03,27.601,,,27.601,1.0,,
花菜类,2022-05-04,3.319,15.843,7.02,26.182,0.12676648078832786,0.6051103811779085,0.26812313803376364
花菜类,2022-05-05,1.19,14.217,3.383,18.79,0.0633315593400745,0.7566258648217138,0.18004257583821182
花菜类,2022-05-06,3.438,9.736,7.314,20.488,0.16780554470909803,0.47520499804763766,0.35698945724326436
花菜类,2022-05-07,23.375,,,23.375,1.0,,
花菜类,2022-05-08,42.607,,,42.607,1.0,,
花菜类,2022-05-09,29.087,,,29.087,1.0,,
花菜类,2022-05-10,22.638,,,22.638,1.0,,
花菜类,2022-05-11,19.261,,,19.261,1.0,,
花菜类,2022-05-12,24.59,,,24.59,1.0,,
花菜类,2022-05-13,21.993,,,21.993,1.0,,
花菜类,2022-05-14,48.521,,,48.521,1.0,,
花菜类,2022-05-15,43.781,,,43.781,1.0,,
花菜类,2022-05-16,23.633,,,23.633,1.0,,
花菜类,2022-05-17,15.163,,,15.163,1.0,,
花菜类,2022-05-18,20.24,,,20.24,1.0,,
花菜类,2022-05-19,17.603,,,17.603,1.0,,
花菜类,2022-05-20,13.908,,,13.908,1.0,,
花菜类,2022-05-21,26.494,,,26.494,1.0,,
花菜类,2022-05-22,23.847,,,23.847,1.0,,
花菜类,2022-05-23,15.361,,,15.361,1.0,,
花菜类,2022-05-24,27.64,,,27.64,1.0,,
花菜类,2022-05-25,19.562,,,19.562,1.0,,
花菜类,2022-05-26,25.011,,,25.011,1.0,,
花菜类,2022-05-27,18.568,,,18.568,1.0,,
花菜类,2022-05-28,35.114,,,35.114,1.0,,
花菜类,2022-05-29,42.403,,,42.403,1.0,,
花菜类,2022-05-30,24.336,,,24.336,1.0,,
花菜类,2022-05-31,15.854,,,15.854,1.0,,
花菜类,2022-06-01,22.234,,,22.234,1.0,,
花菜类,2022-06-02,20.605,,,20.605,1.0,,
花菜类,2022-06-03,29.489,,,29.489,1.0,,
花菜类,2022-06-04,13.898,,,13.898,1.0,,
花菜类,2022-06-05,21.97,,,21.97,1.0,,
花菜类,2022-06-06,23.309,,,23.309,1.0,,
花菜类,2022-06-07,20.909,,,20.909,1.0,,
花菜类,2022-06-08,17.046,,,17.046,1.0,,
花菜类,2022-06-09,21.532,,,21.532,1.0,,
花菜类,2022-06-10,13.058,,,13.058,1.0,,
花菜类,2022-06-11,34.691,,,34.691,1.0,,
花菜类,2022-06-12,29.698,,,29.698,1.0,,
花菜类,2022-06-13,23.638,,,23.638,1.0,,
花菜类,2022-06-14,23.587,,,23.587,1.0,,
花菜类,2022-06-15,18.931,,,18.931,1.0,,
花菜类,2022-06-16,18.079,,,18.079,1.0,,
花菜类,2022-06-17,27.301,,,27.301,1.0,,
花菜类,2022-06-18,29.834,,,29.834,1.0,,
花菜类,2022-06-19,31.956,,,31.956,1.0,,
花菜类,2022-06-20,26.02,,,26.02,1.0,,
花菜类,2022-06-21,22.014,,,22.014,1.0,,
花菜类,2022-06-22,23.449,,,23.449,1.0,,
花菜类,2022-06-23,14.583,,,14.583,1.0,,
花菜类,2022-06-24,17.64,,,17.64,1.0,,
花菜类,2022-06-25,22.426,,,22.426,1.0,,
花菜类,2022-06-26,36.32,,,36.32,1.0,,
花菜类,2022-06-27,21.772000000000002,,,21.772000000000002,1.0,,
花菜类,2022-06-28,23.307,,,23.307,1.0,,
花菜类,2022-06-29,31.82,,8.604,40.424,0.787156144864437,,0.212843855135563
花菜类,2022-06-30,42.053,,5.475,47.528,0.8848047466756438,,0.11519525332435616
花菜类,2022-07-01,28.213,,0.684,28.897000000000002,0.976329722808596,,0.02367027719140395
花菜类,2022-07-02,51.302,,4.549,55.851,0.9185511450108323,,0.08144885498916761
花菜类,2022-07-03,48.366,,,48.366,1.0,,
花菜类,2022-07-04,27.955000000000002,,,27.955000000000002,1.0,,
花菜类,2022-07-05,42.64,,,42.64,1.0,,
花菜类,2022-07-06,29.201,,1.9849999999999999,31.186,0.9363496440710576,,0.06365035592894247
花菜类,2022-07-07,50.962,,,50.962,1.0,,
花菜类,2022-07-08,47.678,,0.678,48.355999999999995,0.9859789891637026,,0.014021010836297462
花菜类,2022-07-09,44.535000000000004,,,44.535000000000004,1.0,,
花菜类,2022-07-10,66.917,,0.54,67.45700000000001,0.9919949004551046,,0.008005099544895266
花菜类,2022-07-11,24.264,,,24.264,1.0,,
花菜类,2022-07-12,56.26,,8.318999999999999,64.579,0.8711810340822869,,0.1288189659177132
花菜类,2022-07-13,44.4,,2.035,46.435,0.9561752988047808,,0.043824701195219126
花菜类,2022-07-14,34.033,,,34.033,1.0,,
花菜类,2022-07-15,30.18,,,30.18,1.0,,
花菜类,2022-07-16,59.714,,,59.714,1.0,,
花菜类,2022-07-17,53.705,,,53.705,1.0,,
花菜类,2022-07-18,43.19,,,43.19,1.0,,
花菜类,2022-07-19,33.363,,,33.363,1.0,,
花菜类,2022-07-20,43.777,,,43.777,1.0,,
花菜类,2022-07-21,38.147,,,38.147,1.0,,
花菜类,2022-07-22,33.655,,,33.655,1.0,,
花菜类,2022-07-23,45.47,,,45.47,1.0,,
花菜类,2022-07-24,45.96,,,45.96,1.0,,
花菜类,2022-07-25,78.159,,1.4060000000000001,79.56500000000001,0.9823289134669766,,0.017671086533023312
花菜类,2022-07-26,74.221,,,74.221,1.0,,
花菜类,2022-07-27,67.503,,,67.503,1.0,,
花菜类,2022-07-28,60.76,,,60.76,1.0,,
花菜类,2022-07-29,56.633,,7.592,64.22500000000001,0.8817905799922148,,0.11820942000778512
花菜类,2022-07-30,57.917,0.472,3.484,61.873000000000005,0.9360625798005592,0.007628529407011135,0.05630889079242965
花菜类,2022-07-31,48.748,0.459,,49.207,0.9906720588534151,0.009327941146584836,
花菜类,2022-08-01,80.636,1.646,,82.282,0.9799956248025085,0.020004375197491552,
花菜类,2022-08-02,79.66,,0.833,80.493,0.9896512740238281,,0.010348725976171841
花菜类,2022-08-03,64.038,,4.398,68.43599999999999,0.9357355777660881,,0.06426442223391197
花菜类,2022-08-04,61.589,1.3760000000000001,2.189,65.154,0.9452834822113761,0.021119194523743747,0.03359732326488013
花菜类,2022-08-05,64.146,0.924,7.729,72.799,0.8811384771768842,0.012692482039588456,0.10616904078352724
花菜类,2022-08-06,84.365,0.411,11.303,96.079,0.8780794970805275,0.004277729784864539,0.117642773134608
花菜类,2022-08-07,76.558,2.969,7.455,86.982,0.8801591133797798,0.034133498884826745,0.08570738773539353
花菜类,2022-08-08,71.07000000000001,0.663,4.9559999999999995,76.68900000000001,0.9267300395102296,0.008645307671243593,0.06462465281852676
花菜类,2022-08-09,71.672,,3.6310000000000002,75.303,0.9517814695297664,,0.0482185304702336
花菜类,2022-08-10,69.171,,1.815,70.986,0.9744315780576452,,0.025568421942354827
花菜类,2022-08-11,70.278,,2.751,73.02900000000001,0.9623300332744525,,0.03766996672554738
花菜类,2022-08-12,74.91,,,74.91,1.0,,
花菜类,2022-08-13,90.519,0.514,11.563,102.596,0.8822858590978206,0.005009941908066591,0.11270419899411284
花菜类,2022-08-14,115.096,,5.811,120.90700000000001,0.9519382666016029,,0.04806173339839711
花菜类,2022-08-15,78.549,,6.849,85.39800000000001,0.9197990585259608,,0.0802009414740392
花菜类,2022-08-16,81.22,,,81.22,1.0,,
花菜类,2022-08-17,82.876,0.4,4.396,87.67200000000001,0.9452961036590929,0.004562460078474313,0.0501414362624327
花菜类,2022-08-18,120.55,0.753,0.422,121.725,0.9903470938591087,0.00618607516943931,0.0034668309714520435
花菜类,2022-08-19,186.155,,,186.155,1.0,,
花菜类,2022-08-20,123.124,,,123.124,1.0,,
花菜类,2022-08-21,82.198,,,82.198,1.0,,
花菜类,2022-08-22,45.204,,,45.204,1.0,,
花菜类,2022-08-23,43.039,,,43.039,1.0,,
花菜类,2022-08-24,43.512,,3.4480000000000004,46.96,0.9265758091993186,,0.07342419080068144
花菜类,2022-08-25,63.776,,,63.776,1.0,,
花菜类,2022-08-26,45.894,,2.192,48.086,0.9544150064467828,,0.04558499355321716
花菜类,2022-08-27,57.998,,,57.998,1.0,,
花菜类,2022-08-28,88.504,,,88.504,1.0,,
花菜类,2022-08-29,45.407000000000004,,0.331,45.73800000000001,0.9927631291267655,,0.007236870873234509
花菜类,2022-08-30,66.738,,,66.738,1.0,,
花菜类,2022-08-31,35.261,,,35.261,1.0,,
花菜类,2022-09-01,47.503,,,47.503,1.0,,
花菜类,2022-09-02,42.416000000000004,,,42.416000000000004,1.0,,
花菜类,2022-09-03,50.065,,3.561,53.626,0.9335956439040763,,0.06640435609592363
花菜类,2022-09-04,58.367,,4.1770000000000005,62.544,0.9332150166282936,,0.06678498337170632
花菜类,2022-09-05,50.342,0.774,2.0420000000000003,53.158,0.9470258474735693,0.014560367207193649,0.038413785319237
花菜类,2022-09-06,33.115,,6.024,39.139,0.8460870231738163,,0.1539129768261836
花菜类,2022-09-07,36.812,,3.1950000000000003,40.007,0.9201389756792561,,0.07986102432074388
花菜类,2022-09-08,41.84,,1.053,42.893,0.9754505397151051,,0.02454946028489497
花菜类,2022-09-09,67.57,,,67.57,1.0,,
花菜类,2022-09-10,72.293,,,72.293,1.0,,
花菜类,2022-09-11,57.265,,5.969,63.234,0.9056045798146567,,0.09439542018534333
花菜类,2022-09-12,66.044,0.33,5.2139999999999995,71.588,0.9225568531038721,0.004609711124769515,0.07283343577135833
花菜类,2022-09-13,43.064,1.275,2.787,47.126,0.9138055425879558,0.027055128803632814,0.05913932860841149
花菜类,2022-09-14,33.92,0.709,7.212,41.84100000000001,0.810688081068808,0.016945101694510165,0.17236681723668168
花菜类,2022-09-15,21.549,0.602,5.28,27.431,0.7855710692282454,0.02194597353359338,0.1924829572381612
花菜类,2022-09-16,37.213,,4.07,41.283,0.9014122035704769,,0.09858779642952305
花菜类,2022-09-17,62.577,2.9379999999999997,4.098,69.613,0.8989269245686868,0.0422047606050594,0.058868314826253716
花菜类,2022-09-18,57.716,,,57.716,1.0,,
花菜类,2022-09-19,37.255,0.94,0.62,38.815,0.9598093520546181,0.024217441710678862,0.01597320623470308
花菜类,2022-09-20,38.15,1.688,2.459,42.297000000000004,0.9019552214105018,0.03990826772584344,0.05813651086365463
花菜类,2022-09-21,32.068,,,32.068,1.0,,
花菜类,2022-09-22,48.117,0.426,1.845,50.388,0.9549297451774231,0.008454393903310311,0.03661586091926649
花菜类,2022-09-23,52.59,3.255,9.158,65.003,0.8090395827884868,0.050074611940987335,0.14088580527052597
花菜类,2022-09-24,68.758,,6.985,75.743,0.9077802569214317,,0.09221974307856833
花菜类,2022-09-25,49.526,1.834,3.964,55.324000000000005,0.8951991902248572,0.033150169908177284,0.0716506398669655
花菜类,2022-09-26,27.747,0.426,2.5869999999999997,30.759999999999998,0.9020481144343303,0.013849154746423929,0.08410273081924577
花菜类,2022-09-27,21.114,4.454,3.821,29.389000000000003,0.7184320664194086,0.15155330225594607,0.13001463132464527
花菜类,2022-09-28,31.205,0.306,1.1139999999999999,32.625,0.9564750957854405,0.009379310344827587,0.034145593869731795
花菜类,2022-09-29,24.432,1.965,5.48,31.877,0.7664460269159582,0.0616431910154657,0.1719107820685761
花菜类,2022-09-30,38.331,0.9390000000000001,14.06,53.330000000000005,0.7187511719482468,0.01760735045940371,0.2636414775923495
花菜类,2022-10-01,64.375,1.1680000000000001,11.256,76.799,0.8382270602481803,0.015208531361085431,0.14656440839073426
花菜类,2022-10-02,51.346,1.7469999999999999,8.776,61.869,0.8299148200229517,0.028237081575587127,0.14184809840146115
花菜类,2022-10-03,42.28,4.5089999999999995,12.372,59.161,0.7146599956052129,0.07621575024086813,0.20912425415391897
花菜类,2022-10-04,46.275999999999996,0.535,3.058,49.86899999999999,0.9279512322284386,0.0107281076420221,0.0613206601295394
花菜类,2022-10-05,39.917,,0.852,40.769,0.9791017685005765,,0.020898231499423582
花菜类,2022-10-06,71.588,,,71.588,1.0,,
花菜类,2022-10-07,84.51,,3.308,87.81800000000001,0.9623311849506934,,0.03766881504930651
花菜类,2022-10-08,35.03,,2.784,37.814,0.9263764743216798,,0.07362352567832019
花菜类,2022-10-09,41.606,4.421,7.031,53.058,0.7841607297674243,0.08332390968374233,0.13251536054883334
花菜类,2022-10-10,41.859,,5.186999999999999,47.046,0.8897462058410918,,0.11025379415890829
花菜类,2022-10-11,25.248,0.546,3.866,29.66,0.8512474713418746,0.018408631153068105,0.13034389750505732
花菜类,2022-10-12,25.269000000000002,2.075,1.965,29.309,0.8621583813845577,0.0707973659967928,0.06704425261864956
花菜类,2022-10-13,27.996,2.609,,30.604999999999997,0.9147524914229701,0.08524750857702991,
花菜类,2022-10-14,9.171,,2.424,11.594999999999999,0.7909443725743855,,0.2090556274256145
花菜类,2022-10-15,56.751,0.524,3.69,60.964999999999996,0.9308783728368736,0.008595095546625114,0.060526531616501275
花菜类,2022-10-16,53.177,,9.563,62.74,0.8475773031558814,,0.15242269684411858
花菜类,2022-10-17,29.683,0.753,4.825,35.261,0.841808230055869,0.021355038144125236,0.13683673180000566
花菜类,2022-10-18,47.305,3.274,5.58,56.159,0.8423404975159814,0.05829875888103421,0.09936074360298439
花菜类,2022-10-19,27.877,0.666,4.52,33.063,0.8431479297099476,0.02014336267126395,0.13670870761878834
花菜类,2022-10-20,30.363,,,30.363,1.0,,
花菜类,2022-10-21,95.213,,,95.213,1.0,,
花菜类,2022-10-22,56.496,,,56.496,1.0,,
花菜类,2022-10-23,38.66,0.284,,38.943999999999996,0.9927074774034511,0.007292522596548891,
花菜类,2022-10-24,23.031,0.459,6.879,30.369,0.7583720241035266,0.015114096611676382,0.226513879284797
花菜类,2022-10-25,33.984,0.251,2.271,36.506,0.9309154659508027,0.0068755820960937925,0.062208951953103594
花菜类,2022-10-26,29.875,0.644,7.633,38.152,0.7830520025162507,0.01687984902495282,0.2000681484587964
花菜类,2022-10-27,21.197,2.773,7.691,31.660999999999998,0.6694987524083257,0.08758409399576768,0.24291715359590665
花菜类,2022-10-28,37.551,1.9540000000000002,1.35,40.855000000000004,0.9191286256272182,0.047827683270101576,0.03304369110268021
花菜类,2022-10-29,64.488,,,64.488,1.0,,
花菜类,2022-10-30,76.791,,,76.791,1.0,,
花菜类,2022-10-31,47.777,,,47.777,1.0,,
花菜类,2022-11-01,37.849000000000004,,1.754,39.603,0.9557104259778301,,0.044289574022170035
花菜类,2022-11-03,63.801,,,63.801,1.0,,
花菜类,2022-11-05,70.758,,2.779,73.53699999999999,0.9622094999796021,,0.037790500020397896
花菜类,2022-11-06,75.888,,,75.888,1.0,,
花菜类,2022-11-07,47.225,,,47.225,1.0,,
花菜类,2022-11-08,41.117,,,41.117,1.0,,
花菜类,2022-11-09,29.55,,5.67,35.22,0.8390119250425895,,0.16098807495741058
花菜类,2022-11-10,31.734,1.533,6.489,39.756,0.798219136734078,0.03856021732568669,0.16322064594023544
花菜类,2022-11-11,44.014,,1.029,45.043000000000006,0.9771551628443931,,0.02284483715560686
花菜类,2022-11-12,52.402,0.9239999999999999,3.129,56.455,0.9282083075015499,0.016367017978921265,0.05542467451952883
花菜类,2022-11-13,50.219,0.42,,50.639,0.9917059973538181,0.008294002646181796,
花菜类,2022-11-14,36.875,0.336,1.092,38.303,0.9627183249353837,0.00877215883873326,0.028509516225883096
花菜类,2022-11-15,37.495,0.714,0.735,38.943999999999996,0.9627927280197207,0.018334018077239115,0.018873253903040264
花菜类,2022-11-16,17.937,0.378,0.399,18.714000000000002,0.958480282141712,0.02019878166078871,0.021320936197499196
花菜类,2022-11-17,38.752,,,38.752,1.0,,
花菜类,2022-11-18,68.424,,,68.424,1.0,,
花菜类,2022-11-19,122.879,,,122.879,1.0,,
花菜类,2022-11-20,97.969,,,97.969,1.0,,
花菜类,2022-11-21,131.309,,0.903,132.212,0.9931700602063354,,0.006829939793664721
花菜类,2022-11-22,36.972,,,36.972,1.0,,
花菜类,2022-11-23,31.84,,,31.84,1.0,,
花菜类,2022-11-24,31.131,,,31.131,1.0,,
花菜类,2022-11-25,46.435,,,46.435,1.0,,
花菜类,2022-11-26,47.408,,,47.408,1.0,,
花菜类,2022-11-27,3.192,,,3.192,1.0,,
花菜类,2022-11-28,10.708,,,10.708,1.0,,
花菜类,2022-11-29,7.624,,,7.624,1.0,,
花菜类,2022-12-04,24.722,,,24.722,1.0,,
花菜类,2022-12-05,30.282,,,30.282,1.0,,
花菜类,2022-12-06,33.994,2.079,2.478,38.551,0.8817929495992322,0.05392856216440559,0.06427848823636223
花菜类,2022-12-07,24.04,0.966,0.63,25.636,0.9377437977843658,0.03768138555156811,0.02457481666406616
花菜类,2022-12-08,45.265,1.092,,46.357,0.9764436870375564,0.023556312962443645,
花菜类,2022-12-09,35.891,2.121,3.318,41.33,0.8684006774739899,0.05131865473022018,0.08028066779578999
花菜类,2022-12-10,55.053,,,55.053,1.0,,
花菜类,2022-12-11,61.213,,1.323,62.536,0.9788441857490086,,0.021155814250991428
花菜类,2022-12-12,21.754,2.583,3.486,27.823000000000004,0.7818711138266901,0.09283686158933256,0.12529202458397729
花菜类,2022-12-13,35.524,0.336,2.016,37.876,0.9379026296335411,0.00887105290949414,0.053226317456964836
花菜类,2022-12-14,40.701,,,40.701,1.0,,
花菜类,2022-12-15,44.891,,,44.891,1.0,,
花菜类,2022-12-16,28.131,,,28.131,1.0,,
花菜类,2022-12-17,43.945,,,43.945,1.0,,
花菜类,2022-12-18,68.962,,,68.962,1.0,,
花菜类,2022-12-19,47.456,,,47.456,1.0,,
花菜类,2022-12-20,45.501,,,45.501,1.0,,
花菜类,2022-12-21,72.494,1.806,2.058,76.358,0.9493962649624138,0.02365174572408916,0.026951989313496946
花菜类,2022-12-22,33.671,,,33.671,1.0,,
花菜类,2022-12-23,29.486,,,29.486,1.0,,
花菜类,2022-12-24,47.279,,,47.279,1.0,,
花菜类,2022-12-25,51.689,,0.252,51.941,0.9951483413873433,,0.004851658612656668
花菜类,2022-12-26,27.542,,0.315,27.857000000000003,0.9886922497038446,,0.011307750296155364
花菜类,2022-12-27,39.024,,0.567,39.591,0.9856785633098432,,0.014321436690156852
花菜类,2022-12-28,34.687,,1.365,36.052,0.9621380228558748,,0.037861977144125154
花菜类,2022-12-29,24.809,,1.086,25.895,0.9580614018150223,,0.0419385981849778
花菜类,2022-12-30,29.381,0.388,,29.769000000000002,0.9869663072323558,0.013033692767644193,
花菜类,2022-12-31,37.752,0.794,1.0270000000000001,39.573,0.9539837768175271,0.020064185176761933,0.025952038005710967
花菜类,2023-01-01,39.38,,,39.38,1.0,,
花菜类,2023-01-02,35.047,0.33,0.7949999999999999,36.172,0.9688985955988058,0.009123078624350328,0.021978325776843968
花菜类,2023-01-03,30.25,0.404,,30.654,0.986820643309193,0.013179356690807073,
